start_time,away_team,away_team_score,home_team,home_team_score
2019-02-24 01:30:00+00:00,MINNESOTA TIMBERWOLVES,,MILWAUKEE BUCKS,
2019-02-24 00:00:00+00:00,LOS ANGELES LAKERS,,NEW ORLEANS PELICANS,
2019-02-24 01:00:00+00:00,SACRAMENTO KINGS,,OKLAHOMA CITY THUNDER,
2019-02-23 18:00:00+00:00,PORTLAND TRAIL BLAZERS,,PHILADELPHIA 76ERS,
2019-02-24 03:00:00+00:00,DALLAS MAVERICKS,,UTAH JAZZ,
2019-02-24 00:00:00+00:00,INDIANA PACERS,,WASHINGTON WIZARDS,
2019-02-24 22:00:00+00:00,LOS ANGELES CLIPPERS,,DENVER NUGGETS,
2019-02-25 00:30:00+00:00,SAN ANTONIO SPURS,,NEW YORK KNICKS,
2019-02-24 20:30:00+00:00,ORLANDO MAGIC,,TORONTO RAPTORS,
2019-02-26 00:30:00+00:00,SAN ANTONIO SPURS,,BROOKLYN NETS,
2019-02-26 01:00:00+00:00,MILWAUKEE BUCKS,,CHICAGO BULLS,
2019-02-26 00:00:00+00:00,GOLDEN STATE WARRIORS,,CHARLOTTE HORNETS,
2019-02-26 00:00:00+00:00,PORTLAND TRAIL BLAZERS,,CLEVELAND CAVALIERS,
2019-02-26 00:00:00+00:00,INDIANA PACERS,,DETROIT PISTONS,
2019-02-26 01:00:00+00:00,ATLANTA HAWKS,,HOUSTON ROCKETS,
2019-02-26 03:30:00+00:00,DALLAS MAVERICKS,,LOS ANGELES CLIPPERS,
2019-02-26 01:00:00+00:00,LOS ANGELES LAKERS,,MEMPHIS GRIZZLIES,
2019-02-26 00:30:00+00:00,PHOENIX SUNS,,MIAMI HEAT,
2019-02-26 01:00:00+00:00,SACRAMENTO KINGS,,MINNESOTA TIMBERWOLVES,
2019-02-26 01:00:00+00:00,PHILADELPHIA 76ERS,,NEW ORLEANS PELICANS,
2019-02-27 03:30:00+00:00,OKLAHOMA CITY THUNDER,,DENVER NUGGETS,
2019-02-27 00:30:00+00:00,ORLANDO MAGIC,,NEW YORK KNICKS,
2019-02-27 01:00:00+00:00,BOSTON CELTICS,,TORONTO RAPTORS,
2019-02-28 00:30:00+00:00,MINNESOTA TIMBERWOLVES,,ATLANTA HAWKS,
2019-02-28 00:30:00+00:00,PORTLAND TRAIL BLAZERS,,BOSTON CELTICS,
2019-02-28 00:30:00+00:00,WASHINGTON WIZARDS,,BROOKLYN NETS,
2019-02-28 00:00:00+00:00,HOUSTON ROCKETS,,CHARLOTTE HORNETS,
2019-02-28 01:30:00+00:00,INDIANA PACERS,,DALLAS MAVERICKS,
2019-02-28 03:30:00+00:00,NEW ORLEANS PELICANS,,LOS ANGELES LAKERS,
2019-02-28 01:00:00+00:00,CHICAGO BULLS,,MEMPHIS GRIZZLIES,
2019-02-28 00:30:00+00:00,GOLDEN STATE WARRIORS,,MIAMI HEAT,
2019-02-28 03:00:00+00:00,MILWAUKEE BUCKS,,SACRAMENTO KINGS,
2019-02-28 01:00:00+00:00,DETROIT PISTONS,,SAN ANTONIO SPURS,
2019-02-28 02:00:00+00:00,LOS ANGELES CLIPPERS,,UTAH JAZZ,
2019-03-01 02:00:00+00:00,UTAH JAZZ,,DENVER NUGGETS,
2019-03-01 01:00:00+00:00,MIAMI HEAT,,HOUSTON ROCKETS,
2019-03-01 00:00:00+00:00,MINNESOTA TIMBERWOLVES,,INDIANA PACERS,
2019-03-01 00:30:00+00:00,CLEVELAND CAVALIERS,,NEW YORK KNICKS,
2019-03-01 02:30:00+00:00,PHILADELPHIA 76ERS,,OKLAHOMA CITY THUNDER,
2019-03-01 00:00:00+00:00,GOLDEN STATE WARRIORS,,ORLANDO MAGIC,
2019-03-02 00:30:00+00:00,CHICAGO BULLS,,ATLANTA HAWKS,
2019-03-02 01:00:00+00:00,WASHINGTON WIZARDS,,BOSTON CELTICS,
2019-03-02 00:30:00+00:00,CHARLOTTE HORNETS,,BROOKLYN NETS,
2019-03-02 03:30:00+00:00,MILWAUKEE BUCKS,,LOS ANGELES LAKERS,
2019-03-02 02:00:00+00:00,NEW ORLEANS PELICANS,,PHOENIX SUNS,
2019-03-02 03:00:00+00:00,LOS ANGELES CLIPPERS,,SACRAMENTO KINGS,
2019-03-02 00:30:00+00:00,PORTLAND TRAIL BLAZERS,,TORONTO RAPTORS,
2019-03-02 22:00:00+00:00,DETROIT PISTONS,,CLEVELAND CAVALIERS,
2019-03-03 01:30:00+00:00,MEMPHIS GRIZZLIES,,DALLAS MAVERICKS,
2019-03-03 02:00:00+00:00,NEW ORLEANS PELICANS,,DENVER NUGGETS,
2019-03-03 00:00:00+00:00,ORLANDO MAGIC,,INDIANA PACERS,
2019-03-03 00:30:00+00:00,BROOKLYN NETS,,MIAMI HEAT,
2019-03-03 01:30:00+00:00,GOLDEN STATE WARRIORS,,PHILADELPHIA 76ERS,
2019-03-03 02:00:00+00:00,LOS ANGELES LAKERS,,PHOENIX SUNS,
2019-03-03 01:30:00+00:00,OKLAHOMA CITY THUNDER,,SAN ANTONIO SPURS,
2019-03-03 02:00:00+00:00,MILWAUKEE BUCKS,,UTAH JAZZ,
2019-03-03 20:30:00+00:00,HOUSTON ROCKETS,,BOSTON CELTICS,
2019-03-03 20:30:00+00:00,ATLANTA HAWKS,,CHICAGO BULLS,
2019-03-03 18:00:00+00:00,PORTLAND TRAIL BLAZERS,,CHARLOTTE HORNETS,
2019-03-03 23:00:00+00:00,ORLANDO MAGIC,,CLEVELAND CAVALIERS,
2019-03-03 23:00:00+00:00,TORONTO RAPTORS,,DETROIT PISTONS,
2019-03-03 20:30:00+00:00,NEW YORK KNICKS,,LOS ANGELES CLIPPERS,
2019-03-04 00:00:00+00:00,MEMPHIS GRIZZLIES,,OKLAHOMA CITY THUNDER,
2019-03-03 23:00:00+00:00,MINNESOTA TIMBERWOLVES,,WASHINGTON WIZARDS,
2019-03-05 00:30:00+00:00,DALLAS MAVERICKS,,BROOKLYN NETS,
2019-03-05 03:30:00+00:00,LOS ANGELES CLIPPERS,,LOS ANGELES LAKERS,
2019-03-05 00:30:00+00:00,ATLANTA HAWKS,,MIAMI HEAT,
2019-03-05 02:00:00+00:00,MILWAUKEE BUCKS,,PHOENIX SUNS,
2019-03-05 03:00:00+00:00,NEW YORK KNICKS,,SACRAMENTO KINGS,
2019-03-05 01:30:00+00:00,DENVER NUGGETS,,SAN ANTONIO SPURS,
2019-03-05 02:00:00+00:00,NEW ORLEANS PELICANS,,UTAH JAZZ,
2019-03-06 03:30:00+00:00,BOSTON CELTICS,,GOLDEN STATE WARRIORS,
2019-03-06 00:00:00+00:00,CHICAGO BULLS,,INDIANA PACERS,
2019-03-06 01:00:00+00:00,PORTLAND TRAIL BLAZERS,,MEMPHIS GRIZZLIES,
2019-03-06 01:00:00+00:00,OKLAHOMA CITY THUNDER,,MINNESOTA TIMBERWOLVES,
2019-03-06 00:00:00+00:00,ORLANDO MAGIC,,PHILADELPHIA 76ERS,
2019-03-06 01:00:00+00:00,HOUSTON ROCKETS,,TORONTO RAPTORS,
2019-03-07 00:30:00+00:00,SAN ANTONIO SPURS,,ATLANTA HAWKS,
2019-03-07 00:30:00+00:00,CLEVELAND CAVALIERS,,BROOKLYN NETS,
2019-03-07 01:00:00+00:00,PHILADELPHIA 76ERS,,CHICAGO BULLS,
2019-03-07 00:00:00+00:00,MIAMI HEAT,,CHARLOTTE HORNETS,
2019-03-07 00:00:00+00:00,MINNESOTA TIMBERWOLVES,,DETROIT PISTONS,
2019-03-07 03:30:00+00:00,DENVER NUGGETS,,LOS ANGELES LAKERS,
2019-03-07 01:00:00+00:00,UTAH JAZZ,,NEW ORLEANS PELICANS,
2019-03-07 02:00:00+00:00,NEW YORK KNICKS,,PHOENIX SUNS,
2019-03-07 03:00:00+00:00,BOSTON CELTICS,,SACRAMENTO KINGS,
2019-03-07 00:00:00+00:00,DALLAS MAVERICKS,,WASHINGTON WIZARDS,
2019-03-08 01:00:00+00:00,INDIANA PACERS,,MILWAUKEE BUCKS,
2019-03-08 03:30:00+00:00,OKLAHOMA CITY THUNDER,,PORTLAND TRAIL BLAZERS,
2019-03-09 01:00:00+00:00,DETROIT PISTONS,,CHICAGO BULLS,
2019-03-09 00:00:00+00:00,WASHINGTON WIZARDS,,CHARLOTTE HORNETS,
2019-03-09 03:30:00+00:00,DENVER NUGGETS,,GOLDEN STATE WARRIORS,
2019-03-09 01:00:00+00:00,PHILADELPHIA 76ERS,,HOUSTON ROCKETS,
2019-03-09 03:30:00+00:00,OKLAHOMA CITY THUNDER,,LOS ANGELES CLIPPERS,
2019-03-09 01:00:00+00:00,UTAH JAZZ,,MEMPHIS GRIZZLIES,
2019-03-09 01:00:00+00:00,CLEVELAND CAVALIERS,,MIAMI HEAT,
2019-03-09 01:00:00+00:00,TORONTO RAPTORS,,NEW ORLEANS PELICANS,
2019-03-09 00:00:00+00:00,DALLAS MAVERICKS,,ORLANDO MAGIC,
2019-03-10 00:00:00+00:00,BROOKLYN NETS,,ATLANTA HAWKS,
2019-03-10 01:30:00+00:00,BOSTON CELTICS,,LOS ANGELES LAKERS,
2019-03-10 03:00:00+00:00,CHARLOTTE HORNETS,,MILWAUKEE BUCKS,
2019-03-10 01:00:00+00:00,WASHINGTON WIZARDS,,MINNESOTA TIMBERWOLVES,
2019-03-09 17:00:00+00:00,SACRAMENTO KINGS,,NEW YORK KNICKS,
2019-03-10 03:00:00+00:00,PHOENIX SUNS,,PORTLAND TRAIL BLAZERS,
2019-03-10 22:00:00+00:00,NEW ORLEANS PELICANS,,ATLANTA HAWKS,
2019-03-10 23:00:00+00:00,HOUSTON ROCKETS,,DALLAS MAVERICKS,
2019-03-10 16:00:00+00:00,CHICAGO BULLS,,DETROIT PISTONS,
2019-03-11 00:30:00+00:00,PHOENIX SUNS,,GOLDEN STATE WARRIORS,
2019-03-10 22:00:00+00:00,ORLANDO MAGIC,,MEMPHIS GRIZZLIES,
2019-03-10 19:30:00+00:00,TORONTO RAPTORS,,MIAMI HEAT,
2019-03-11 00:00:00+00:00,NEW YORK KNICKS,,MINNESOTA TIMBERWOLVES,
2019-03-10 19:30:00+00:00,INDIANA PACERS,,PHILADELPHIA 76ERS,
2019-03-11 00:00:00+00:00,MILWAUKEE BUCKS,,SAN ANTONIO SPURS,
2019-03-11 23:30:00+00:00,DETROIT PISTONS,,BROOKLYN NETS,
2019-03-11 23:00:00+00:00,TORONTO RAPTORS,,CLEVELAND CAVALIERS,
2019-03-12 00:00:00+00:00,CHARLOTTE HORNETS,,HOUSTON ROCKETS,
2019-03-12 02:30:00+00:00,BOSTON CELTICS,,LOS ANGELES CLIPPERS,
2019-03-12 01:00:00+00:00,OKLAHOMA CITY THUNDER,,UTAH JAZZ,
2019-03-11 23:00:00+00:00,SACRAMENTO KINGS,,WASHINGTON WIZARDS,
2019-03-13 00:00:00+00:00,LOS ANGELES LAKERS,,CHICAGO BULLS,
2019-03-13 00:30:00+00:00,SAN ANTONIO SPURS,,DALLAS MAVERICKS,
2019-03-13 02:30:00+00:00,MINNESOTA TIMBERWOLVES,,DENVER NUGGETS,
2019-03-12 23:00:00+00:00,NEW YORK KNICKS,,INDIANA PACERS,
2019-03-13 02:30:00+00:00,PORTLAND TRAIL BLAZERS,,LOS ANGELES CLIPPERS,
2019-03-13 00:00:00+00:00,MILWAUKEE BUCKS,,NEW ORLEANS PELICANS,
2019-03-12 23:00:00+00:00,CLEVELAND CAVALIERS,,PHILADELPHIA 76ERS,
2019-03-13 23:30:00+00:00,MEMPHIS GRIZZLIES,,ATLANTA HAWKS,
2019-03-14 01:30:00+00:00,GOLDEN STATE WARRIORS,,HOUSTON ROCKETS,
2019-03-13 23:00:00+00:00,DETROIT PISTONS,,MIAMI HEAT,
2019-03-14 00:00:00+00:00,BROOKLYN NETS,,OKLAHOMA CITY THUNDER,
2019-03-14 02:00:00+00:00,UTAH JAZZ,,PHOENIX SUNS,
2019-03-13 23:00:00+00:00,ORLANDO MAGIC,,WASHINGTON WIZARDS,
2019-03-14 23:30:00+00:00,SACRAMENTO KINGS,,BOSTON CELTICS,
2019-03-15 02:30:00+00:00,DALLAS MAVERICKS,,DENVER NUGGETS,
2019-03-14 23:00:00+00:00,OKLAHOMA CITY THUNDER,,INDIANA PACERS,
2019-03-14 23:00:00+00:00,CLEVELAND CAVALIERS,,ORLANDO MAGIC,
2019-03-15 00:00:00+00:00,LOS ANGELES LAKERS,,TORONTO RAPTORS,
2019-03-15 01:00:00+00:00,MINNESOTA TIMBERWOLVES,,UTAH JAZZ,
2019-03-15 23:00:00+00:00,LOS ANGELES LAKERS,,DETROIT PISTONS,
2019-03-16 00:00:00+00:00,PHOENIX SUNS,,HOUSTON ROCKETS,
2019-03-16 02:30:00+00:00,CHICAGO BULLS,,LOS ANGELES CLIPPERS,
2019-03-16 00:00:00+00:00,MILWAUKEE BUCKS,,MIAMI HEAT,
2019-03-16 00:00:00+00:00,PORTLAND TRAIL BLAZERS,,NEW ORLEANS PELICANS,
2019-03-15 23:00:00+00:00,SACRAMENTO KINGS,,PHILADELPHIA 76ERS,
2019-03-16 00:30:00+00:00,NEW YORK KNICKS,,SAN ANTONIO SPURS,
2019-03-15 23:00:00+00:00,CHARLOTTE HORNETS,,WASHINGTON WIZARDS,
2019-03-16 16:30:00+00:00,ATLANTA HAWKS,,BOSTON CELTICS,
2019-03-17 00:30:00+00:00,CLEVELAND CAVALIERS,,DALLAS MAVERICKS,
2019-03-17 01:00:00+00:00,INDIANA PACERS,,DENVER NUGGETS,
2019-03-16 23:00:00+00:00,PHOENIX SUNS,,NEW ORLEANS PELICANS,
2019-03-17 00:30:00+00:00,GOLDEN STATE WARRIORS,,OKLAHOMA CITY THUNDER,
2019-03-17 00:30:00+00:00,PORTLAND TRAIL BLAZERS,,SAN ANTONIO SPURS,
2019-03-17 01:00:00+00:00,BROOKLYN NETS,,UTAH JAZZ,
2019-03-16 23:00:00+00:00,MEMPHIS GRIZZLIES,,WASHINGTON WIZARDS,
2019-03-17 20:00:00+00:00,TORONTO RAPTORS,,DETROIT PISTONS,
2019-03-18 01:00:00+00:00,MINNESOTA TIMBERWOLVES,,HOUSTON ROCKETS,
2019-03-18 01:00:00+00:00,BROOKLYN NETS,,LOS ANGELES CLIPPERS,
2019-03-17 17:00:00+00:00,CHARLOTTE HORNETS,,MIAMI HEAT,
2019-03-17 19:30:00+00:00,PHILADELPHIA 76ERS,,MILWAUKEE BUCKS,
2019-03-17 16:00:00+00:00,LOS ANGELES LAKERS,,NEW YORK KNICKS,
2019-03-17 22:00:00+00:00,ATLANTA HAWKS,,ORLANDO MAGIC,
2019-03-17 22:00:00+00:00,CHICAGO BULLS,,SACRAMENTO KINGS,
2019-03-18 23:30:00+00:00,DENVER NUGGETS,,BOSTON CELTICS,
2019-03-18 23:00:00+00:00,DETROIT PISTONS,,CLEVELAND CAVALIERS,
2019-03-19 00:30:00+00:00,NEW ORLEANS PELICANS,,DALLAS MAVERICKS,
2019-03-19 00:00:00+00:00,MIAMI HEAT,,OKLAHOMA CITY THUNDER,
2019-03-19 02:00:00+00:00,CHICAGO BULLS,,PHOENIX SUNS,
2019-03-19 02:30:00+00:00,INDIANA PACERS,,PORTLAND TRAIL BLAZERS,
2019-03-19 00:00:00+00:00,GOLDEN STATE WARRIORS,,SAN ANTONIO SPURS,
2019-03-18 23:30:00+00:00,NEW YORK KNICKS,,TORONTO RAPTORS,
2019-03-18 23:00:00+00:00,UTAH JAZZ,,WASHINGTON WIZARDS,
2019-03-19 23:30:00+00:00,HOUSTON ROCKETS,,ATLANTA HAWKS,
2019-03-19 23:00:00+00:00,PHILADELPHIA 76ERS,,CHARLOTTE HORNETS,
2019-03-20 02:30:00+00:00,INDIANA PACERS,,LOS ANGELES CLIPPERS,
2019-03-20 00:00:00+00:00,LOS ANGELES LAKERS,,MILWAUKEE BUCKS,
2019-03-20 00:00:00+00:00,GOLDEN STATE WARRIORS,,MINNESOTA TIMBERWOLVES,
2019-03-20 02:00:00+00:00,BROOKLYN NETS,,SACRAMENTO KINGS,
2019-03-21 00:00:00+00:00,WASHINGTON WIZARDS,,CHICAGO BULLS,
2019-03-20 23:00:00+00:00,MILWAUKEE BUCKS,,CLEVELAND CAVALIERS,
2019-03-21 00:00:00+00:00,HOUSTON ROCKETS,,MEMPHIS GRIZZLIES,
2019-03-20 23:30:00+00:00,UTAH JAZZ,,NEW YORK KNICKS,
2019-03-21 01:30:00+00:00,TORONTO RAPTORS,,OKLAHOMA CITY THUNDER,
2019-03-20 23:00:00+00:00,NEW ORLEANS PELICANS,,ORLANDO MAGIC,
2019-03-20 23:00:00+00:00,BOSTON CELTICS,,PHILADELPHIA 76ERS,
2019-03-21 02:00:00+00:00,DALLAS MAVERICKS,,PORTLAND TRAIL BLAZERS,
2019-03-21 00:30:00+00:00,MIAMI HEAT,,SAN ANTONIO SPURS,
2019-03-21 23:30:00+00:00,UTAH JAZZ,,ATLANTA HAWKS,
2019-03-21 23:00:00+00:00,MINNESOTA TIMBERWOLVES,,CHARLOTTE HORNETS,
2019-03-22 02:30:00+00:00,INDIANA PACERS,,GOLDEN STATE WARRIORS,
2019-03-22 02:00:00+00:00,DETROIT PISTONS,,PHOENIX SUNS,
2019-03-22 02:00:00+00:00,DALLAS MAVERICKS,,SACRAMENTO KINGS,
2019-03-21 23:00:00+00:00,DENVER NUGGETS,,WASHINGTON WIZARDS,
2019-03-22 23:30:00+00:00,LOS ANGELES CLIPPERS,,CLEVELAND CAVALIERS,
2019-03-23 00:00:00+00:00,SAN ANTONIO SPURS,,HOUSTON ROCKETS,
2019-03-23 02:30:00+00:00,BROOKLYN NETS,,LOS ANGELES LAKERS,
2019-03-23 00:30:00+00:00,MIAMI HEAT,,MILWAUKEE BUCKS,
2019-03-22 23:30:00+00:00,DENVER NUGGETS,,NEW YORK KNICKS,
2019-03-22 23:00:00+00:00,MEMPHIS GRIZZLIES,,ORLANDO MAGIC,
2019-03-22 23:30:00+00:00,OKLAHOMA CITY THUNDER,,TORONTO RAPTORS,
2019-03-23 23:30:00+00:00,PHILADELPHIA 76ERS,,ATLANTA HAWKS,
2019-03-24 00:00:00+00:00,UTAH JAZZ,,CHICAGO BULLS,
2019-03-23 22:00:00+00:00,BOSTON CELTICS,,CHARLOTTE HORNETS,
2019-03-24 00:30:00+00:00,DALLAS MAVERICKS,,GOLDEN STATE WARRIORS,
2019-03-24 00:00:00+00:00,MINNESOTA TIMBERWOLVES,,MEMPHIS GRIZZLIES,
2019-03-24 02:00:00+00:00,DETROIT PISTONS,,PORTLAND TRAIL BLAZERS,
2019-03-24 02:00:00+00:00,PHOENIX SUNS,,SACRAMENTO KINGS,
2019-03-23 23:00:00+00:00,MIAMI HEAT,,WASHINGTON WIZARDS,
2019-03-24 23:30:00+00:00,SAN ANTONIO SPURS,,BOSTON CELTICS,
2019-03-25 00:30:00+00:00,DETROIT PISTONS,,GOLDEN STATE WARRIORS,
2019-03-24 21:00:00+00:00,DENVER NUGGETS,,INDIANA PACERS,
2019-03-25 01:30:00+00:00,SACRAMENTO KINGS,,LOS ANGELES LAKERS,
2019-03-24 20:30:00+00:00,CLEVELAND CAVALIERS,,MILWAUKEE BUCKS,
2019-03-24 23:00:00+00:00,HOUSTON ROCKETS,,NEW ORLEANS PELICANS,
2019-03-24 16:00:00+00:00,LOS ANGELES CLIPPERS,,NEW YORK KNICKS,
2019-03-24 22:00:00+00:00,CHARLOTTE HORNETS,,TORONTO RAPTORS,
2019-03-26 00:00:00+00:00,OKLAHOMA CITY THUNDER,,MEMPHIS GRIZZLIES,
2019-03-25 23:00:00+00:00,PHILADELPHIA 76ERS,,ORLANDO MAGIC,
2019-03-26 02:00:00+00:00,BROOKLYN NETS,,PORTLAND TRAIL BLAZERS,
2019-03-26 01:00:00+00:00,PHOENIX SUNS,,UTAH JAZZ,
2019-03-26 23:00:00+00:00,SAN ANTONIO SPURS,,CHARLOTTE HORNETS,
2019-03-26 23:00:00+00:00,BOSTON CELTICS,,CLEVELAND CAVALIERS,
2019-03-27 00:30:00+00:00,SACRAMENTO KINGS,,DALLAS MAVERICKS,
2019-03-27 01:00:00+00:00,DETROIT PISTONS,,DENVER NUGGETS,
2019-03-27 02:30:00+00:00,WASHINGTON WIZARDS,,LOS ANGELES LAKERS,
2019-03-26 23:30:00+00:00,ORLANDO MAGIC,,MIAMI HEAT,
2019-03-27 00:00:00+00:00,HOUSTON ROCKETS,,MILWAUKEE BUCKS,
2019-03-27 00:00:00+00:00,LOS ANGELES CLIPPERS,,MINNESOTA TIMBERWOLVES,
2019-03-27 00:00:00+00:00,ATLANTA HAWKS,,NEW ORLEANS PELICANS,
2019-03-26 23:30:00+00:00,CHICAGO BULLS,,TORONTO RAPTORS,
2019-03-28 00:00:00+00:00,PORTLAND TRAIL BLAZERS,,CHICAGO BULLS,
2019-03-28 00:00:00+00:00,GOLDEN STATE WARRIORS,,MEMPHIS GRIZZLIES,
2019-03-28 00:00:00+00:00,INDIANA PACERS,,OKLAHOMA CITY THUNDER,
2019-03-28 02:00:00+00:00,WASHINGTON WIZARDS,,PHOENIX SUNS,
2019-03-28 02:30:00+00:00,LOS ANGELES LAKERS,,UTAH JAZZ,
2019-03-28 23:00:00+00:00,ORLANDO MAGIC,,DETROIT PISTONS,
2019-03-29 00:00:00+00:00,DENVER NUGGETS,,HOUSTON ROCKETS,
2019-03-28 23:30:00+00:00,DALLAS MAVERICKS,,MIAMI HEAT,
2019-03-29 00:00:00+00:00,LOS ANGELES CLIPPERS,,MILWAUKEE BUCKS,
2019-03-29 00:00:00+00:00,SACRAMENTO KINGS,,NEW ORLEANS PELICANS,
2019-03-28 23:30:00+00:00,TORONTO RAPTORS,,NEW YORK KNICKS,
2019-03-28 23:00:00+00:00,BROOKLYN NETS,,PHILADELPHIA 76ERS,
2019-03-29 00:30:00+00:00,CLEVELAND CAVALIERS,,SAN ANTONIO SPURS,
2019-03-29 23:30:00+00:00,PORTLAND TRAIL BLAZERS,,ATLANTA HAWKS,
2019-03-29 23:00:00+00:00,INDIANA PACERS,,BOSTON CELTICS,
2019-03-30 02:30:00+00:00,CHARLOTTE HORNETS,,LOS ANGELES LAKERS,
2019-03-30 00:00:00+00:00,GOLDEN STATE WARRIORS,,MINNESOTA TIMBERWOLVES,
2019-03-30 00:00:00+00:00,DENVER NUGGETS,,OKLAHOMA CITY THUNDER,
2019-03-30 01:00:00+00:00,WASHINGTON WIZARDS,,UTAH JAZZ,
2019-03-30 22:00:00+00:00,BOSTON CELTICS,,BROOKLYN NETS,
2019-03-31 00:00:00+00:00,TORONTO RAPTORS,,CHICAGO BULLS,
2019-03-30 23:00:00+00:00,PORTLAND TRAIL BLAZERS,,DETROIT PISTONS,
2019-03-30 22:00:00+00:00,SACRAMENTO KINGS,,HOUSTON ROCKETS,
2019-03-30 23:00:00+00:00,ORLANDO MAGIC,,INDIANA PACERS,
2019-03-30 19:30:00+00:00,CLEVELAND CAVALIERS,,LOS ANGELES CLIPPERS,
2019-03-31 00:00:00+00:00,PHILADELPHIA 76ERS,,MINNESOTA TIMBERWOLVES,
2019-03-30 23:30:00+00:00,MIAMI HEAT,,NEW YORK KNICKS,
2019-03-31 02:00:00+00:00,MEMPHIS GRIZZLIES,,PHOENIX SUNS,
2019-03-31 16:30:00+00:00,MILWAUKEE BUCKS,,ATLANTA HAWKS,
2019-04-01 00:00:00+00:00,WASHINGTON WIZARDS,,DENVER NUGGETS,
2019-04-01 00:30:00+00:00,CHARLOTTE HORNETS,,GOLDEN STATE WARRIORS,
2019-04-01 02:30:00+00:00,MEMPHIS GRIZZLIES,,LOS ANGELES CLIPPERS,
2019-03-31 22:00:00+00:00,LOS ANGELES LAKERS,,NEW ORLEANS PELICANS,
2019-03-31 19:30:00+00:00,DALLAS MAVERICKS,,OKLAHOMA CITY THUNDER,
2019-03-31 23:00:00+00:00,SACRAMENTO KINGS,,SAN ANTONIO SPURS,
2019-04-01 23:30:00+00:00,MIAMI HEAT,,BOSTON CELTICS,
2019-04-01 23:30:00+00:00,MILWAUKEE BUCKS,,BROOKLYN NETS,
2019-04-02 00:30:00+00:00,PHILADELPHIA 76ERS,,DALLAS MAVERICKS,
2019-04-01 23:00:00+00:00,DETROIT PISTONS,,INDIANA PACERS,
2019-04-02 00:00:00+00:00,PORTLAND TRAIL BLAZERS,,MINNESOTA TIMBERWOLVES,
2019-04-01 23:30:00+00:00,CHICAGO BULLS,,NEW YORK KNICKS,
2019-04-02 02:00:00+00:00,CLEVELAND CAVALIERS,,PHOENIX SUNS,
2019-04-01 23:30:00+00:00,ORLANDO MAGIC,,TORONTO RAPTORS,
2019-04-02 01:00:00+00:00,CHARLOTTE HORNETS,,UTAH JAZZ,
2019-04-03 02:30:00+00:00,DENVER NUGGETS,,GOLDEN STATE WARRIORS,
2019-04-03 00:00:00+00:00,LOS ANGELES LAKERS,,OKLAHOMA CITY THUNDER,
2019-04-03 02:00:00+00:00,HOUSTON ROCKETS,,SACRAMENTO KINGS,
2019-04-03 00:30:00+00:00,ATLANTA HAWKS,,SAN ANTONIO SPURS,
2019-04-03 23:30:00+00:00,PHILADELPHIA 76ERS,,ATLANTA HAWKS,
2019-04-03 23:30:00+00:00,TORONTO RAPTORS,,BROOKLYN NETS,
2019-04-04 00:30:00+00:00,MINNESOTA TIMBERWOLVES,,DALLAS MAVERICKS,
2019-04-04 01:00:00+00:00,SAN ANTONIO SPURS,,DENVER NUGGETS,
2019-04-03 23:00:00+00:00,INDIANA PACERS,,DETROIT PISTONS,
2019-04-04 02:30:00+00:00,HOUSTON ROCKETS,,LOS ANGELES CLIPPERS,
2019-04-03 23:30:00+00:00,BOSTON CELTICS,,MIAMI HEAT,
2019-04-04 00:00:00+00:00,CHARLOTTE HORNETS,,NEW ORLEANS PELICANS,
2019-04-03 23:00:00+00:00,NEW YORK KNICKS,,ORLANDO MAGIC,
2019-04-04 02:00:00+00:00,UTAH JAZZ,,PHOENIX SUNS,
2019-04-04 02:00:00+00:00,MEMPHIS GRIZZLIES,,PORTLAND TRAIL BLAZERS,
2019-04-03 23:00:00+00:00,CHICAGO BULLS,,WASHINGTON WIZARDS,
2019-04-05 02:30:00+00:00,GOLDEN STATE WARRIORS,,LOS ANGELES LAKERS,
2019-04-05 00:00:00+00:00,MILWAUKEE BUCKS,,PHILADELPHIA 76ERS,
2019-04-05 02:00:00+00:00,CLEVELAND CAVALIERS,,SACRAMENTO KINGS,
2019-04-05 23:00:00+00:00,TORONTO RAPTORS,,CHARLOTTE HORNETS,
2019-04-06 00:30:00+00:00,MEMPHIS GRIZZLIES,,DALLAS MAVERICKS,
2019-04-06 02:30:00+00:00,PORTLAND TRAIL BLAZERS,,DENVER NUGGETS,
2019-04-06 02:30:00+00:00,CLEVELAND CAVALIERS,,GOLDEN STATE WARRIORS,
2019-04-06 00:00:00+00:00,NEW YORK KNICKS,,HOUSTON ROCKETS,
2019-04-06 00:00:00+00:00,BOSTON CELTICS,,INDIANA PACERS,
2019-04-06 02:30:00+00:00,LOS ANGELES LAKERS,,LOS ANGELES CLIPPERS,
2019-04-06 00:00:00+00:00,MIAMI HEAT,,MINNESOTA TIMBERWOLVES,
2019-04-06 00:00:00+00:00,DETROIT PISTONS,,OKLAHOMA CITY THUNDER,
2019-04-05 23:00:00+00:00,ATLANTA HAWKS,,ORLANDO MAGIC,
2019-04-06 02:00:00+00:00,NEW ORLEANS PELICANS,,PHOENIX SUNS,
2019-04-06 01:00:00+00:00,SACRAMENTO KINGS,,UTAH JAZZ,
2019-04-05 23:00:00+00:00,SAN ANTONIO SPURS,,WASHINGTON WIZARDS,
2019-04-07 00:00:00+00:00,PHILADELPHIA 76ERS,,CHICAGO BULLS,
